DSC01951.JPG,http://www.openstreetmap.org/?mlat=41.419954&mlon=2.136327&zoom=18
DSC01954.JPG,http://www.openstreetmap.org/?mlat=41.422081&mlon=2.135118&zoom=18
DSC01956.JPG,http://www.openstreetmap.org/?mlat=41.422238&mlon=2.1348&zoom=18
DSC01957.JPG,http://www.openstreetmap.org/?mlat=41.422328&mlon=2.134647&zoom=18
DSC01964.JPG,http://www.openstreetmap.org/?mlat=41.423352&mlon=2.136808&zoom=18
DSC01965.JPG,http://www.openstreetmap.org/?mlat=41.423299&mlon=2.137099&zoom=18
DSC01966.JPG,http://www.openstreetmap.org/?mlat=41.423103&mlon=2.137552&zoom=18
DSC01970.JPG,http://www.openstreetmap.org/?mlat=41.422487&mlon=2.137356&zoom=18
DSC01971.JPG,http://www.openstreetmap.org/?mlat=41.421869&mlon=2.137211&zoom=18
DSC01975.JPG,http://www.openstreetmap.org/?mlat=41.421573&mlon=2.136587&zoom=18
DSC01976.JPG,http://www.openstreetmap.org/?mlat=41.421499&mlon=2.136363&zoom=18
DSC01977.JPG,http://www.openstreetmap.org/?mlat=41.42151&mlon=2.136353&zoom=18
