DSC01951.JPG,81,2010/03/09,09:06:49,41.419954,N,2.136327,E,243
DSC01954.JPG,165,2010/03/09,09:13:49,41.422081,N,2.135118,E,270
DSC01956.JPG,189,2010/03/09,09:15:49,41.422238,N,2.134800,E,277
DSC01957.JPG,196,2010/03/09,09:16:24,41.422328,N,2.134647,E,279
DSC01964.JPG,378,2010/03/09,09:31:34,41.423352,N,2.136808,E,235
DSC01965.JPG,394,2010/03/09,09:32:54,41.423299,N,2.137099,E,237
DSC01966.JPG,408,2010/03/09,09:34:04,41.423103,N,2.137552,E,222
DSC01970.JPG,454,2010/03/09,09:37:54,41.422487,N,2.137356,E,226
DSC01971.JPG,486,2010/03/09,09:40:34,41.421869,N,2.137211,E,217
DSC01975.JPG,513,2010/03/09,09:42:49,41.421573,N,2.136587,E,220
DSC01976.JPG,525,2010/03/09,09:43:49,41.421499,N,2.136363,E,224
DSC01977.JPG,528,2010/03/09,09:44:04,41.421510,N,2.136353,E,224
